age,number_dependent_family_members,monthly_income,number_of_credit_lines,real_estate_loans,ratio_debt_payment_to_income,credit_line_utilization,total_late_payments,target
45,1,8.671458150427666,9,1,0.218032225,0.603321249,0,0
71,1,9.210440366976517,10,1,0.2111788819999999,0.201018278,0,0
72,0,8.691314551644853,4,0,0.100151235,0.011272386,0,0
55,0,8.842026529498812,14,2,0.545165486,0.1627223,0,0
60,1,8.457443187010464,7,1,0.290870488,0.005182168,0,0
39,0,7.752335163302292,4,0,0.113880533,0.176499646,0,0
83,0,7.705262474866325,2,0,0.001801802,0.07846077,0,0
42,1,10.106469212026385,8,1,0.074935717,0.131239212,0,0
62,0,7.85979918056211,8,0,0.478193748,0.950107818,1,0
40,0,8.748463629942055,4,1,0.188382796,0.1403508769999999,0,0
47,3,9.41336284529417,7,2,0.340217125,0.514518401,0,0
46,5,8.594339400592892,4,1,0.243580514,0.038435098,0,0
59,0,7.163946684342547,2,0,0.001547988,0.003254563,0,0
30,0,8.560061091643414,8,2,0.310979115,0.497400347,0,0
51,3,7.937731775260109,10,0,0.285255266,0.176499646,0,0
37,1,7.576097340623111,3,0,0.2403895439999999,0.9999999,1,0
43,0,8.558527054909215,6,0,0.13625024,0.819936808,0,0
30,0,7.804251383528112,0,0,0.009791922,0.9999999,3,1
57,1,10.054791326627294,7,3,0.164825719,0.081074428,0,0
38,0,8.594339400592892,8,1,0.294672852,0.063936165,0,0
46,0,8.612685172875459,6,0,0.099254681,0.074281389,1,0
36,1,8.227108234348146,7,2,0.5816626570000001,0.176499646,0,0
48,1,9.296609807128359,5,2,0.1702596089999999,0.051983302,0,0
51,1,8.258681496264236,10,1,0.459466459,0.884798909,0,0
38,0,9.070388411548738,6,0,0.081435473,0.001443532,0,0
31,3,8.366602832783736,6,0,0.182050686,0.0,0,0
34,1,7.978310969867722,8,0,0.173808708,0.0,0,0
79,0,8.716207971151853,32,0,0.206523521,0.085851939,1,0
54,0,8.335191583433202,10,0,0.125,0.0,0,0
68,0,9.528794103094718,7,1,0.049381818,0.0473598999999999,0,0
51,0,9.096947684621092,14,1,0.491375448,0.059554453,0,0
48,0,8.556606193773073,0,4,0.294672852,0.0,0,0
38,3,8.568266461600238,12,0,0.123527176,1.086570477,2,1
60,0,9.61587214452889,6,0,0.0076661559999999,0.0349724089999999,0,0
57,0,8.81001204797317,9,0,0.294672852,0.148284391,0,1
85,0,8.594339400592892,12,2,0.583854036,0.85359872,0,0
62,2,8.006700845440367,9,1,0.232922359,0.002996684,0,0
50,0,9.290444616217844,5,1,0.389699095,0.02889271,0,0
56,0,8.366602832783736,0,0,0.763310858,0.028702848,0,0
31,1,7.170888478512505,2,0,0.045349731,0.176499646,0,0
52,0,8.594339400592892,3,0,1.5,0.0,0,0
34,1,8.648396877031582,2,0,0.096298895,1.5,4,1
23,0,8.06054004653864,3,0,0.074518472,0.176499646,0,0
34,3,8.699681400989514,5,0,0.19130145,0.98960104,2,1
62,0,8.294299608857235,7,1,0.224943764,0.24135173,0,0
67,0,9.019300924562506,0,0,0.000363152,0.002733273,0,0
72,0,8.594339400592892,6,0,0.587133042,0.664785665,1,0
44,2,9.15915233520675,7,0,0.048310704,0.155971642,1,0
83,0,8.594339400592892,0,1,1.5,0.012726887,0,0
60,1,8.353732642263202,14,2,0.459962317,0.370787958,0,1
45,0,8.071218539969863,3,0,0.13027179,0.150407085,0,1
49,0,7.824445930877619,5,0,0.336265494,0.227954528,1,0
56,0,8.163656176168432,7,0,0.364568499,0.20093553,0,0
56,0,9.260748274520028,11,1,0.163069316,0.022981977,0,0
62,2,8.006700845440367,28,1,0.253582139,0.037571646,0,0
69,0,7.696667081526462,7,0,0.313948205,0.407724337,0,0
51,3,9.292012520620208,0,2,0.5036402170000001,0.742658668,8,1
51,0,7.290292882446597,17,2,0.584583902,0.169797198,0,0
51,0,9.105090961257085,15,0,0.100433285,0.363825544,1,0
55,2,9.259225769705994,5,1,0.095419484,0.049382255,0,0
52,1,8.434028950155469,5,0,0.461638774,0.990001136,1,1
51,3,8.476579508530941,9,1,0.398250365,0.176499646,0,0
58,3,8.594339400592892,9,1,0.410198725,0.01631599,0,0
47,0,7.741099090035366,9,1,0.5097783570000001,0.008113442,0,0
47,0,8.24301946898925,8,1,0.248881873,0.016480452,0,0
46,2,8.160803920954665,5,1,0.246215367,0.0,0,0
64,0,7.901377353792616,9,2,0.822658275,0.6475841139999999,2,0
28,0,7.783640596221253,4,1,0.938359017,0.9999999,0,0
60,0,8.006700845440367,13,0,0.451182939,0.147191343,3,1
28,0,8.071218539969863,0,0,0.217744455,0.350182491,0,0
49,0,8.46611040118692,14,2,0.387286887,0.176499646,0,0
49,0,8.295049140435111,9,1,0.5129870129999999,1.114457123,10,0
30,0,8.79497643168877,8,2,0.440842297,0.0569295379999999,0,0
69,0,9.204221690968005,3,0,0.085320455,0.267695165,0,0
27,0,6.295266001439646,7,0,0.206642066,0.5987938420000001,0,0
43,0,8.865593998902725,8,1,0.212874082,0.176499646,0,0
45,2,9.290444616217844,0,2,0.33164113,1.5,1,0
51,0,8.782936356349264,8,0,0.099816007,0.136149924,0,0
66,1,8.756997183623554,0,1,0.309047994,0.0213916579999999,0,0
51,1,9.552297538827965,15,0,0.695602756,0.861602667,9,1
64,0,8.258681496264236,0,1,0.264439264,0.042416644,0,0
25,0,7.783640596221253,2,0,0.111203665,0.176499646,4,1
58,2,7.418780882750794,10,4,1.5,0.176499646,0,0
46,1,8.572627898304338,20,3,0.577672658,0.092457637,1,0
62,0,8.594339400592892,11,0,0.131144809,0.0124996839999999,0,0
25,0,7.31455283232408,1,0,0.2436751,0.9999999,1,0
48,1,8.160803920954665,3,0,0.118537561,0.856299046,0,0
47,1,8.779557455883728,7,3,0.294672852,0.81524739,0,0
51,0,8.594339400592892,17,0,0.103769761,0.038391648,0,0
43,2,8.294299608857235,4,1,0.294672852,0.975133014,2,0
71,0,8.216628493133443,4,0,0.060777958,0.000324313,0,0
76,0,8.263848131368906,10,1,0.249935584,0.005737638,0,0
40,1,9.15440473964588,4,3,0.35035956,0.335851572,0,0
43,0,8.24301946898925,0,0,0.111812681,0.9999999,2,0
51,0,8.896451207355227,21,1,0.437311799,0.072930206,0,0
46,2,9.079776001955066,21,1,0.33967639,0.1873253839999999,0,0
84,0,7.601402334583733,8,0,0.284857571,0.176499646,0,0
44,2,7.560601162768557,3,2,1.055700156,0.08548083,0,0
27,1,8.517393171418904,0,0,0.1563687259999999,0.3427620629999999,1,0
31,0,8.412054873292933,5,0,0.1279715619999999,0.6663590220000001,0,0
74,0,8.594339400592892,13,1,0.465831095,0.05686688,0,0
59,0,10.106469212026385,32,2,0.30432763,0.1472947369999999,0,0
31,0,7.845024417241484,9,0,0.294672852,0.358296799,0,1
47,2,8.987321812850125,11,1,0.265341832,0.210669423,0,0
49,0,9.259225769705994,10,1,0.068660128,0.016195089,0,0
51,0,8.594339400592892,0,0,0.296373057,0.8570490129999999,0,0
48,0,9.290444616217844,10,1,0.218109655,0.273435385,0,0
49,3,8.517393171418904,0,0,0.00779844,0.9999999,0,1
41,2,7.438971592395862,13,3,1.432686655,0.346960384,0,0
28,0,7.204892510204673,7,0,0.358098068,0.97005988,0,0
41,0,8.594339400592892,6,0,0.1907023239999999,0.507950931,0,0
34,1,8.006700845440367,10,2,1.418527158,0.636590244,0,0
41,0,10.106469212026385,4,1,0.037758019,0.253306668,0,0
40,3,8.699681400989514,0,0,0.06482253,0.0649594,2,1
45,2,9.433563920090563,13,2,0.374290057,0.07012678,0,0
32,0,8.83651926920248,5,1,0.413602674,0.321610589,0,0
49,2,9.856605566635997,11,0,0.357996227,0.989902685,1,0
67,0,8.594339400592892,6,1,0.294672852,0.043298557,0,0
51,1,8.294299608857235,7,2,0.297425644,0.012555277,0,0
46,0,7.313886831633462,3,0,0.125249833,0.586610799,0,0
58,0,8.95660873889395,9,1,0.090217812,0.014198263,0,0
44,0,8.465268118551318,0,1,0.607541605,0.3434772029999999,0,0
81,0,8.646641258603124,9,1,0.13986997,0.035256373,0,0
36,4,8.822911626354117,0,1,0.696375958,1.068627941,10,1
50,0,8.72029728739272,7,1,0.294672852,0.176499646,0,0
50,0,9.575538886855792,10,0,0.294672852,0.736592754,0,0
63,0,7.824445930877619,4,0,0.0,0.0,0,0
28,0,8.239593454305968,2,0,0.294672852,0.176499646,2,0
50,0,8.594339400592892,3,0,0.229038855,0.966668889,0,0
57,0,8.841737428600585,5,1,0.268324418,0.960978782,0,0
83,1,9.005895898094458,9,0,0.074837443,0.161623046,3,0
46,4,8.993551586299981,12,3,0.643895168,0.548966699,1,0
34,0,8.594339400592892,13,0,0.412228797,0.043928545,1,0
53,0,9.748236267264836,12,2,0.2841625789999999,0.176499646,0,0
46,0,8.648396877031582,16,0,0.04350114,0.100786181,0,0
41,0,8.546363568716018,5,1,0.492424242,0.9999999,1,1
55,3,8.991064332188461,8,1,0.28875607,0.005903347,0,0
30,0,7.8636512654486515,5,0,0.294672852,0.464100715,0,0
29,1,8.006700845440367,5,0,0.140286571,0.9999999,0,0
78,0,8.006700845440367,9,1,0.393535488,0.21590121,1,1
75,0,8.160232492367689,0,1,0.455558731,0.176499646,0,0
61,0,8.853808274977197,8,1,0.250107128,0.016898559,0,0
62,0,7.3783837129967145,17,0,0.002498438,0.00076876,0,0
85,0,8.27410200229233,12,1,0.336903851,0.105813798,1,0
59,0,9.145375093123823,0,0,0.00629602,0.028659825,0,0
44,3,9.423675982299306,16,0,0.5305380510000001,0.176499646,2,0
66,0,8.006700845440367,5,0,0.0189936689999999,0.0290686329999999,0,0
35,3,6.194405391104672,2,0,1.493877551,0.9999999,1,0
37,0,8.495152060539358,10,0,0.3113882639999999,0.69064325,1,0
55,0,8.594339400592892,6,1,1.5,0.778606562,2,1
51,1,9.721185995542177,9,1,0.188756225,0.176499646,0,0
60,0,9.498072443178005,13,2,0.221613919,0.022127072,0,0
49,2,8.804024902413179,12,2,0.454886654,0.234544604,1,0
77,0,8.666474894131992,10,2,0.191386736,0.010553042,0,0
40,0,9.314790473332646,4,0,0.166201243,0.981061052,1,0
31,0,8.612685172875459,6,0,0.091983276,0.656095993,1,0
56,2,10.106469212026385,11,1,0.119040119,0.080292218,0,0
73,0,7.877017895622398,3,0,0.240515933,0.6662782270000001,0,0
55,0,7.771067086065406,6,1,0.927035006,0.419058094,1,0
77,0,8.448271745949816,13,1,0.160488537,0.105834081,0,0
71,0,8.006700845440367,9,0,0.042652449,0.0,2,1
62,0,7.683403681053826,18,2,0.294672852,0.730585121,0,0
57,1,8.517393171418904,20,1,0.412717457,0.0,0,0
61,0,8.850230965588816,10,2,0.427178899,0.486691826,0,0
66,0,8.294299608857235,13,2,0.40139965,0.026648289,0,0
51,3,8.591186871324563,14,0,0.161032689,0.416473153,1,0
59,2,8.594339400592892,21,2,0.318844917,0.176499646,0,0
42,0,8.594339400592892,8,0,0.233553289,0.922176781,0,0
34,0,7.773173680482536,5,0,0.177188552,0.176499646,0,0
68,4,9.114379980830272,11,1,0.174243258,0.076483788,0,0
35,1,9.392745258631441,16,4,1.5,0.065702924,0,0
57,1,8.839421607620602,0,2,0.559049413,0.37684518,0,0
51,1,8.870803443982124,25,1,0.390956326,0.176499646,0,0
68,0,9.032050676295599,0,1,0.747460261,0.752921787,0,0
57,3,9.105090961257085,10,3,0.4411732029999999,0.0,0,0
33,0,8.517393171418904,0,0,0.108778244,0.9999999,1,0
37,5,8.594339400592892,3,1,0.24045646,0.0,0,0
31,0,7.3783837129967145,11,0,0.467207995,0.316962636,0,0
51,1,8.434028950155469,20,0,0.762877635,0.176499646,0,0
52,0,8.79497643168877,11,3,0.38660809,0.801814976,2,0
58,0,8.226038429485484,7,0,0.011506556,0.025312061,0,0
54,2,9.290444616217844,11,3,0.361546982,0.016509914,1,1
44,3,8.575650760987806,12,2,0.30786644,0.129319678,0,0
31,1,7.596392304064196,6,1,0.408337519,0.361416496,0,0
42,4,9.290444616217844,9,2,0.251615285,0.253334364,0,0
57,0,9.842515995544645,3,0,0.019025349,0.0,0,0
34,0,7.313886831633462,6,0,0.243837442,0.174915833,0,0
52,0,8.021584533455107,6,0,0.005909389,0.013347263,0,1
48,4,8.597297435657898,8,2,0.632637992,0.874666212,0,0
33,0,8.81001204797317,12,2,0.331890763,0.889936884,2,0
26,0,7.496097345175956,6,1,0.563575791,0.176499646,0,1
51,0,8.879750798513125,2,0,0.011134308,0.176499646,0,0
65,0,9.256555795773146,14,1,0.096724912,0.063621799,0,0
50,3,8.144679183447758,0,1,0.5015965170000001,1.064895598,2,1
31,0,8.112227958349724,6,1,0.136431784,0.27688048,0,0
34,2,8.594339400592892,6,0,0.255870323,0.840342591,0,0
58,1,7.151485463904735,16,1,1.315830721,0.062671741,0,0
56,1,8.740496729931813,5,2,0.15693489,0.0061145719999999,0,0
51,3,8.304247465078474,3,0,0.0061865869999999,0.920265781,2,0
47,0,8.699681400989514,7,1,0.439426762,0.5176996779999999,0,0
41,1,8.160803920954665,0,2,0.48557555,0.9999999,0,0
57,1,9.221577003902171,22,2,0.522990211,0.074074074,0,0
56,0,9.433563920090563,8,2,0.294672852,0.026298685,0,0
66,0,9.498072443178005,10,1,0.147067647,0.0095246769999999,0,0
72,1,8.724044745953469,10,0,0.273377785,0.013166506,0,0
41,0,8.594339400592892,6,2,0.810780875,0.176499646,0,0
51,0,9.0280988119824,11,2,0.294672852,0.0620587,0,0
53,0,8.594339400592892,4,1,0.213196701,0.222099822,0,0
66,0,7.77779262633883,0,1,0.50816925,0.44397504,0,0
60,0,8.720460512725655,13,3,0.399379794,0.176499646,0,0
39,0,8.627660644442209,12,1,0.882879656,0.024890467,0,0
51,1,8.45553053102413,13,2,0.294672852,0.069607819,2,0
62,2,9.820160289946374,24,3,0.399217434,0.34051173,0,0
24,0,7.293697720601438,8,0,0.3453433039999999,1.026174606,0,0
46,0,8.110427237575024,3,0,0.121958546,1.012265031,2,0
31,2,9.299632479454944,11,1,0.52707152,0.539984348,0,1
41,0,8.699681400989514,9,1,0.264455924,0.4063283479999999,0,0
75,0,8.334951631422454,11,2,0.176385889,0.176499646,0,0
52,1,9.05122740031911,19,2,0.669246102,0.89991246,0,0
79,0,9.259225769705994,8,0,0.001142748,0.008455844,0,0
38,3,9.433563920090563,5,1,0.3166946639999999,0.176499646,0,1
48,1,9.394327208089198,8,1,0.169800333,0.203951842,0,0
62,0,8.594339400592892,4,0,1.5,0.9999999,0,0
51,0,8.987321812850125,12,0,0.206599175,0.528087792,0,0
29,1,8.229777750081887,6,0,0.0517195409999999,0.566486611,3,0
26,1,8.104401307921613,9,2,0.242973708,0.176499646,0,0
31,0,8.360773272144936,3,0,0.13049579,0.0,0,0
81,0,8.97853441008332,14,4,0.3485058629999999,0.001645264,0,0
54,0,8.80612448326845,5,1,0.179325843,0.0,0,0
49,0,9.472012088995733,19,2,0.315449157,0.452367101,2,0
54,4,8.420021279663963,7,4,1.5,0.221140952,0,0
50,2,8.550821372396221,29,1,0.5861535489999999,0.026933886,0,0
75,0,8.673512945671192,7,1,0.323811153,0.003926476,0,0
27,0,7.244941546337007,6,0,0.431834404,0.5149427839999999,0,0
51,2,9.30301070681749,10,1,0.122960532,0.053353025,0,0
59,0,7.280697195384741,2,0,0.033057851,0.989247312,0,0
79,1,8.412054873292933,3,1,0.092423906,0.036096681,0,0
59,0,8.006700845440367,4,2,0.416194602,0.988895058,2,0
74,0,8.334951631422454,13,3,0.294672852,0.145435876,0,0
33,0,8.474703139795285,5,2,0.294672852,0.9999999,0,1
57,1,8.594339400592892,9,1,0.15843117,0.071118482,3,0
50,3,9.406482647787449,4,0,0.003123202,0.063846808,0,0
60,0,8.865593998902725,3,0,0.047995483,0.791695743,1,1
62,0,8.412054873292933,8,0,0.28682515,0.094459722,0,0
51,0,9.61587214452889,15,3,0.913139124,0.961618682,3,0
30,1,7.848153086199526,2,1,0.308473253,0.9999999,0,0
51,2,8.294299608857235,7,2,0.294672852,0.0456621,0,0
75,0,8.957381735582787,0,1,0.190083709,0.089465954,1,0
40,0,9.037771106624906,3,2,0.207130125,0.9999999,0,0
62,2,9.079206103951382,14,3,0.362216395,0.059905584,0,0
50,2,9.41336284529417,0,0,0.42559791,0.911002543,1,0
27,0,8.006700845440367,4,0,0.212929024,0.028556319,0,0
67,0,7.280008252884188,0,1,1.5,0.734519555,0,0
43,1,9.059633754551479,0,2,0.488547843,0.238708961,1,0
55,2,9.012011377036412,5,1,0.183392269,0.089588055,0,0
53,1,8.400884069015854,4,2,0.443495844,0.0,0,0
51,1,9.852246888342531,9,2,0.280879954,0.027102089,0,0
73,1,10.106469212026385,12,0,0.129011777,0.6038173139999999,1,0
38,1,8.594339400592892,10,2,0.605263158,0.490843725,0,0
47,2,8.933796043934858,3,1,0.212948312,0.00124253,0,0
51,3,7.792761720816526,14,1,0.540239373,0.145245461,0,0
51,2,8.594339400592892,10,0,1.050758895,0.52233902,0,0
51,2,8.833899942908635,9,1,0.470056826,0.476277725,0,0
54,0,8.268988209506656,6,1,0.35503717,0.363520384,0,1
51,0,9.076923258535832,13,2,0.5349102960000001,0.5387254429999999,0,0
65,0,9.5876803163585,7,2,0.267484915,0.0,0,0
48,3,8.987321812850125,5,1,0.410823647,0.830355202,0,0
45,3,8.37816098272068,6,0,0.324523098,0.9999999,4,1
71,0,8.448271745949816,0,2,0.441182773,0.0208857839999999,0,0
61,1,9.148677711584076,14,2,0.1988938519999999,0.027968822,0,0
79,1,3.332204510175204,7,1,1.5,0.176499646,0,0
49,0,8.571491964823617,8,1,0.510513355,0.176499646,0,0
38,2,8.630700432209832,5,0,0.172826281,0.360293301,0,0
39,5,8.071218539969863,4,0,0.234301781,0.60990745,2,0
63,0,7.901377353792616,11,0,0.0118474639999999,0.018358151,0,0
34,0,7.7102051944325325,6,1,0.772747647,0.132582576,0,0
42,3,8.006700845440367,2,1,0.294672852,0.9999999,5,1
37,2,8.517393171418904,0,2,0.3585282939999999,0.072283837,0,0
51,0,8.308938252595778,7,1,0.386453202,0.0067716919999999,0,0
55,0,8.922791623969637,15,0,0.017464338,0.036140342,0,0
47,0,8.648396877031582,10,0,0.075425364,0.135636225,0,0
51,0,8.131824785007195,12,0,0.503969421,0.538861528,1,0
23,0,6.502790045915623,2,0,0.382308846,0.1558441559999999,0,0
51,1,9.091782035852047,9,1,0.128574645,0.060247128,0,0
54,2,8.38958706681109,5,0,0.23858214,0.0,0,0
52,0,8.594339400592892,9,1,0.370714985,0.702262675,1,0
55,0,8.699681400989514,0,2,0.294672852,0.052776605,0,0
55,2,9.247732491193245,5,1,0.294672852,0.101897453,0,0
59,1,8.64241515616962,4,0,0.116463737,0.86155976,0,0
66,0,9.203416456903359,8,1,0.26402175,0.174291208,0,0
42,3,8.556606193773073,11,2,0.494712555,0.123630225,0,0
74,0,8.594339400592892,5,0,1.5,0.0,0,0
51,1,8.966611387052865,0,1,0.294245247,0.213310041,0,0
42,1,8.881697406469304,6,2,0.7428809559999999,0.504815275,0,0
49,0,9.053803514155955,14,2,0.383931704,0.598461209,2,0
40,2,8.520985989654934,3,0,0.012950787,0.930667801,0,0
43,0,7.313886831633462,7,1,0.8974017320000001,0.093653238,1,0
65,0,7.81237820598861,17,0,1.5,0.8958358129999999,0,0
62,0,9.007856923358275,13,1,0.168972695,0.034112845,0,0
63,0,7.438971592395862,7,1,0.86478542,0.176499646,0,0
54,0,8.594339400592892,23,0,1.5,0.207099973,0,0
28,0,8.594339400592892,5,0,0.28987222,0.463153685,0,0
55,1,8.166500319155052,5,1,0.5853450720000001,0.358853411,1,0
37,0,9.105090961257085,9,0,0.05677147,0.176499646,0,0
48,2,8.841448244098858,5,1,0.263485177,0.9999999,0,0
51,0,9.226902460275161,8,0,0.004917872,0.010143838,0,0
53,0,9.45727857185611,4,0,0.110772596,1.5,8,1
67,0,6.584791392385716,1,0,0.008287293,0.8366533859999999,0,0
64,0,9.0280988119824,6,2,0.358051356,0.1388635809999999,0,0
25,0,7.891330757661889,4,0,0.42408377,0.7531885559999999,3,1
51,3,8.597297435657898,10,1,0.3361639279999999,0.25689483,5,0
59,0,8.594339400592892,16,3,0.399235182,0.000622759,1,0
65,1,8.665785595466064,12,2,0.294672852,0.0561630859999999,0,0
46,2,7.845024417241484,8,1,0.401096749,0.00077098,0,0
60,1,9.202106567049078,14,0,0.11302682,0.225872793,0,0
65,1,8.594339400592892,9,0,0.056463207,0.188562471,0,0
62,1,9.186047679407139,16,1,0.317008197,0.016164912,0,0
46,0,7.496097345175956,5,0,0.532481954,0.994575045,5,1
37,0,8.517393171418904,10,1,0.618476305,0.318276513,0,0
56,0,7.244941546337007,2,0,0.221270521,0.9999999,0,0
52,0,8.533853632309345,7,2,0.952793076,0.7487567140000001,0,0
73,0,7.110696122978827,7,1,1.431836735,0.009538339,0,0
57,0,8.579980179515003,13,2,0.481780616,0.403504999,0,0
43,0,8.962007209588313,9,1,0.205614665,0.0,0,0
59,0,8.594339400592892,7,2,0.420477689,0.176499646,0,0
49,0,8.558143177745192,12,1,0.7224035320000001,0.261046874,0,0
35,0,9.721185995542177,3,1,0.207835843,0.305403475,2,0
51,0,8.03398273468322,3,0,0.11997406,0.9999999,0,0
47,0,9.105090961257085,17,2,0.251749806,0.0315144439999999,0,0
59,0,8.730043953245016,7,0,0.003879728,0.011413036,0,0
91,0,8.160803920954665,1,0,0.001999429,0.006609983,0,0
60,0,8.594339400592892,8,2,0.294672852,0.005919336,0,0
46,3,8.671458150427666,6,2,0.31642098,0.049701359,1,0
75,1,8.699681400989514,9,1,0.294672852,0.176630166,0,0
70,0,8.699681400989514,3,0,0.402766206,0.304964539,0,0
48,3,10.106469212026385,7,1,0.164553418,0.44324454,0,0
48,0,7.9603236291488395,2,0,0.1661431059999999,1.3809095,4,0
37,1,8.188966863648876,3,1,0.211607887,0.176499646,0,0
63,2,8.294299608857235,5,0,0.008247938,0.01800692,0,0
31,0,7.696667081526462,2,0,0.0908677869999999,0.6549007729999999,0,0
53,2,8.987321812850125,24,1,0.4606924129999999,0.0531568209999999,0,0
33,0,8.77971129020447,0,2,0.262267343,0.0801533079999999,0,0
64,0,8.33110454805304,13,0,0.234642255,0.435599299,0,0
39,2,9.024131268455035,5,2,0.252138297,0.0,0,0
37,2,7.876258882303226,10,3,0.901290812,0.1426236069999999,0,0
37,0,8.368461137615839,6,0,0.121141796,0.215520451,0,0
49,1,8.922791623969637,7,1,0.287561658,0.237141143,0,0
49,1,8.035926369891792,10,1,0.347572816,0.093800153,0,0
55,3,7.642044402873258,3,0,0.246641075,0.3845867629999999,0,0
61,0,9.531191227694439,22,2,0.4694188489999999,0.530405318,1,0
34,0,9.018089684104343,10,1,0.341897952,0.8784765859999999,0,0
49,2,8.517393171418904,5,0,0.00439912,0.017564597,1,0
42,3,8.922391597295857,12,1,0.554281142,1.030498186,1,1
63,0,8.294299608857235,11,0,0.015746063,0.051193022,0,0
33,2,8.612685172875459,7,1,0.310489002,0.236476352,2,0
82,0,8.77971129020447,10,0,0.044147054,0.0,0,0
51,2,8.594339400592892,4,0,0.030530262,0.047662555,0,0
51,1,8.286017468404763,9,0,0.1209677419999999,0.048392335,0,0
51,0,8.922791623969637,4,0,0.304892681,0.0,0,0
65,1,7.824445930877619,8,1,0.700119952,0.016587585,0,0
34,0,9.392745258631441,8,0,0.048829264,0.143877076,0,0
51,0,9.04699757378001,4,0,0.000353232,0.00574976,0,0
46,0,8.665785595466064,14,1,0.863988967,0.875746657,1,0
52,0,9.105090961257085,16,2,0.484057327,0.029299414,1,0
51,2,8.849083518532339,12,1,0.428960964,0.375046417,2,0
43,3,8.828494129466652,10,1,0.282156461,0.1345928619999999,0,0
27,0,9.210440366976517,5,0,0.120987901,0.176499646,0,0
66,0,8.160803920954665,12,1,0.36075407,0.138962198,0,0
40,0,8.160803920954665,5,1,0.5141388170000001,0.143696805,1,0
52,0,7.824445930877619,1,0,0.0,0.9999999,0,0
60,0,8.895766604056085,6,0,0.01671004,0.018267847,0,0
67,1,8.909370405197466,0,2,0.284826375,0.269530705,0,0
55,2,10.106469212026385,6,1,0.1203875919999999,1.5,0,0
51,1,8.620110725422924,13,3,0.620534103,0.347921106,0,0
38,0,8.699681400989514,3,0,0.0051658059999999,0.052147393,0,0
50,0,8.771680359010377,9,0,0.2525973019999999,0.343970479,0,0
44,2,9.210440366976517,10,0,0.233276672,0.544662028,0,0
38,1,8.867990898182093,18,1,0.294672852,0.152001959,0,0
40,1,8.594339400592892,12,1,1.5,0.108272387,1,0
63,1,9.123365357961776,12,1,0.311879568,0.185304078,0,0
33,0,8.335431477880796,5,0,0.538498441,0.028177565,0,0
67,2,9.433563920090563,5,2,0.217982561,0.15639218,0,0
61,0,9.392745258631441,7,1,0.287142738,0.053551818,0,0
42,0,9.082620630373812,7,1,0.225088058,0.020136839,0,0
53,0,8.594339400592892,10,0,0.131920904,0.152474886,0,0
52,2,8.243282523048375,8,1,0.45581273,0.0,0,0
55,3,9.105090961257085,9,1,0.1134318409999999,0.041611112,0,0
74,0,7.8399193600125825,0,0,0.018897638,0.04570923,1,0
43,0,8.77971129020447,0,3,0.340870635,0.126758714,0,0
62,0,8.452974619089586,9,0,0.070377479,0.00952089,0,0
51,0,7.601402334583733,0,1,0.464267866,0.9999999,0,1
60,1,9.581972891547895,0,2,0.141507482,0.176499646,0,0
63,0,8.955577146281511,0,1,0.294672852,0.014789621,0,0
57,3,8.334951631422454,6,1,0.1516678669999999,0.013749656,0,0
54,1,8.25608813381491,8,1,0.587639574,0.641354589,6,1
51,0,8.136518252115291,18,0,0.152472929,0.236636182,0,0
39,1,7.719129840906732,4,0,0.1839182589999999,0.176499646,0,0
48,1,9.110741006753427,8,2,0.343349536,0.233238606,0,0
75,0,9.399637542506563,8,0,0.084409136,0.233604755,0,0
48,3,8.594339400592892,7,1,0.294672852,0.015113854,1,0
58,0,9.548026157663058,33,3,0.645287865,0.5734745920000001,0,1
25,0,7.8636512654486515,9,0,0.294672852,0.176499646,1,1
63,2,8.782783017393202,5,1,0.30102745,0.036671782,0,0
56,0,8.927048647825695,7,1,0.149741139,0.899055292,0,0
67,0,8.006700845440367,9,2,1.120626458,0.206307346,0,0
72,3,9.803722464346553,22,4,0.294672852,0.5170488120000001,0,0
44,2,8.648747631156539,7,0,0.083289497,0.014228687,0,0
45,0,9.15915233520675,9,1,0.294672852,0.008553142,0,0
51,2,8.824824939175638,5,2,0.403176004,0.31834083,3,0
54,1,8.594339400592892,3,1,0.2467423289999999,0.041984488,1,0
42,0,8.216358332386156,3,0,0.068900297,0.466823736,1,0
47,1,8.987321812850125,15,0,0.299212598,0.100031358,0,0
49,2,7.802618063442671,9,1,0.29178586,0.042793739,0,0
63,0,8.296795865770052,6,1,0.327349788,0.021703717,0,0
40,2,8.594339400592892,24,6,0.660461478,0.7271759179999999,0,0
60,2,8.307459327011946,8,0,0.351011347,0.389299603,0,0
69,0,7.755338812846501,11,1,0.55227078,0.009670197,0,0
36,0,8.434028950155469,5,0,0.242121278,0.941956288,0,0
48,0,8.461469042643875,10,1,0.299006132,0.094621814,0,0
74,0,7.89655270164304,3,0,0.003720238,0.0257223639999999,0,0
31,0,7.824445930877619,0,0,0.294672852,0.732601451,1,0
51,1,9.127067452782361,0,2,0.2101945439999999,0.277115927,0,0
39,2,7.645397699428633,0,0,0.016738403,0.233553289,0,0
43,0,8.482808764554406,7,4,0.294672852,0.7806795190000001,0,0
40,0,8.294299608857235,8,0,0.294672852,0.04462572,0,0
51,1,9.636783886469539,17,8,0.683640162,0.176499646,0,0
62,0,10.106469212026385,6,1,0.055081803,0.040663956,0,0
39,0,8.77971129020447,5,0,0.349946162,0.541944075,1,0
81,0,8.160803920954665,15,0,0.000571265,0.000168065,0,0
